id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-773754,2019-07-30,000001,Vente,256500,3,,PL DES MARRONNIERS,6205,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AJ0051,,,3,,45,89.86,,,,,,,2,2,Appartement,90,3,,,,,,2.49559,48.804162
2019-773754,2019-07-30,000001,Vente,256500,3,,PL DES MARRONNIERS,6205,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AJ0051,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.49559,48.804162
2019-773756,2019-08-02,000001,Vente,330000,8,,RUE DE BRETEUIL,0770,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0066,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475348,48.804618
2019-773756,2019-08-02,000001,Vente,330000,8,,RUE DE BRETEUIL,0770,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0066,,,38,,4,66.74,,,,,,,2,2,Appartement,58,3,,,,,,2.475348,48.804618
2019-773759,2019-08-07,000001,Vente,655000,4,,AV BOURBAKI,0741,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DN0080,,,,,,,,,,,,,0,1,Maison,79,4,S,sols,,,405,2.482298,48.791826
2019-773773,2019-08-02,000001,Vente,342439,49,,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0034,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.481083,48.810802
2019-773773,2019-08-02,000001,Vente,342439,49,,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0034,,,16,,5,66.55,,,,,,,2,2,Appartement,65,3,,,,,,2.481083,48.810802
2019-773783,2019-07-29,000001,Vente,190000,124,,AV PIERRE SEMARD,7218,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AT0052,,,85,52.14,,,,,,,,,1,2,Appartement,32,2,,,,,,2.511207,48.805599
2019-773783,2019-07-29,000001,Vente,190000,124,,AV PIERRE SEMARD,7218,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AT0052,,,85,52.14,,,,,,,,,1,2,Appartement,18,1,,,,,,2.511207,48.805599
2019-773785,2019-08-21,000001,Vente,300000,40,B,AV FUSILLES DE CHATEAUBRIANT,3595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AK0012,,,134,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.498512,48.80395
2019-773785,2019-08-21,000001,Vente,300000,40,B,AV FUSILLES DE CHATEAUBRIANT,3595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AK0012,,,116,42.1,168,,,,,,,,2,2,Appartement,42,2,,,,,,2.498512,48.80395
2019-773785,2019-08-21,000001,Vente,300000,10,B,AV DES PILIERS,7220,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,584,2.504516,48.794456
2019-773785,2019-08-21,000001,Vente,300000,10,B,AV DES PILIERS,7220,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0187,,,,,,,,,,,,,0,2,Appartement,50,2,S,sols,,,584,2.504516,48.794456
2019-773785,2019-08-21,000001,Vente,300000,10,B,AV DES PILIERS,7220,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,584,2.504516,48.794456
2019-773785,2019-08-21,000001,Vente,300000,10,B,AV DES PILIERS,7220,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0187,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,584,2.504516,48.794456
2019-773785,2019-08-21,000001,Vente,300000,10,B,AV DES PILIERS,7220,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EO0187,,,,,,,,,,,,,0,2,Appartement,45,4,S,sols,,,584,2.504516,48.794456
2019-773786,2019-07-24,000001,Vente,210000,56,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0114,,,401,51.7,444,,,,,,,,2,2,Appartement,55,2,,,,,,2.501849,48.798717
2019-773789,2019-07-25,000001,Vente,252387.62,83,,RUE DU PONT DE CRETEIL,7249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CV0127,,,63,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,28,0,,,,,,2.472489,48.800438
2019-773790,2019-08-21,000001,Vente,366775,34,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CL0008,,,151,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485448,48.801495
2019-773790,2019-08-21,000001,Vente,366775,34,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CL0008,,,150,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485448,48.801495
2019-773790,2019-08-21,000001,Vente,366775,34,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CL0008,,,178,,243,62.81,,,,,,,2,2,Appartement,83,4,,,,,,2.485448,48.801495
2019-773793,2019-08-22,000001,Vente,358000,19,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0100,,,161,,99,,,,,,,,2,2,Appartement,67,3,,,,,,2.474575,48.809263
2019-773797,2019-07-29,000002,Vente,300000,25,,QUAI DE LA PIE,7213,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DJ0144,,,,,,,,,,,,,0,1,Maison,69,4,S,sols,,,262,2.47357,48.790448
2019-773798,2019-07-31,000001,Vente,260000,24,,RUE ARAGO,0140,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EQ0055,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.508381,48.788811
2019-773798,2019-07-31,000001,Vente,260000,24,,RUE ARAGO,0140,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EQ0055,,,40,69.38,,,,,,,,,1,2,Appartement,70,4,,,,,,2.508381,48.788811
2019-773799,2019-08-23,000001,Vente,637000,88,B,AV JEAN JAURES,4738,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DR0062,,,,,,,,,,,,,0,1,Maison,120,6,S,sols,,,359,2.48172,48.787987
2019-773800,2019-08-05,000001,Vente,277550,9,,RUE DE L ERMITAGE,3165,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0145,,,14,,26,47.82,,,,,,,2,2,Appartement,46,2,,,,,,2.478867,48.810326
2019-773800,2019-08-05,000001,Vente,277550,9,,RUE DE L ERMITAGE,3165,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0145,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.478867,48.810326
2019-773804,2019-08-01,000001,Vente,475475,59,,AV HENRI MARTIN,4430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CG0058,,,11,65.1,12,,25,,,,,,3,1,Maison,61,4,,,,,,2.488634,48.796641
2019-773805,2019-08-07,000001,Vente,515000,17,,RUE DE LA FERME,3526,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BV0024,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,219,2.498621,48.796147
2019-773808,2019-08-27,000001,Vente,740000,6,B,RUE LAMARTINE,5165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DY0073,,,,,,,,,,,,,0,1,Maison,110,5,S,sols,,,357,2.494314,48.789798
2019-773813,2019-08-26,000001,Vente,295900,75,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0092,,,22,,8,62.78,,,,,,,2,2,Appartement,60,4,,,,,,2.495874,48.801041
2019-773815,2019-08-26,000001,Vente,289000,117,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0114,,,332,67.08,370,,,,,,,,2,2,Appartement,68,3,,,,,,2.501849,48.798717
2019-773816,2019-08-26,000001,Vente,700000,19,,RUE INKERMANN,4670,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0169,,,,,,,,,,,,,0,1,Maison,91,4,S,sols,,,226,2.489076,48.79703
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,24,1,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,44,2,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,130,0,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,33,1,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,32,2,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,38,2,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,44,2,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,2,Appartement,24,1,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,52,0,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,1,Maison,150,5,S,sols,,,757,2.499788,48.798883
2019-773821,2019-08-26,000001,Vente,2200000,1,,RUE DES DEUX BOULEVARDS,2556,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0047,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,45,0,S,sols,,,757,2.499788,48.798883
2019-773822,2019-08-23,000001,Vente,350000,4,,AV MAHIEU,6116,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0065,,,183,,83,65.19,,,,,,,2,2,Appartement,62,4,,,,,,2.473136,48.81167
2019-773824,2019-08-22,000001,Vente,813465,4,,RUE PARMENTIER,7122,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BC0104,,,,,,,,,,,,,0,1,Maison,121,7,S,sols,,,344,2.514712,48.801202
2019-773828,2019-08-22,000001,Vente,528700,4,,QUAI DU PARC,7115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0047,,,2,98.94,,,,,,,,,1,2,Appartement,97,3,,,,,,2.491243,48.810374
2019-773828,2019-08-22,000001,Vente,528700,4,,QUAI DU PARC,7115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000U0047,,,67,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.491243,48.810374
2019-773829,2019-08-27,000001,Vente,261400,13,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0056,,,26,49.95,41,,,,,,,,2,2,Appartement,52,2,,,,,,2.474397,48.8043
2019-773829,2019-08-27,000001,Vente,261400,13,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0056,,,113,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.474397,48.8043
2019-773831,2019-08-27,000001,Vente,1050000,70,T,PROM DES ANGLAIS,0125,94210,94068,Saint-Maur-des-Fossés,94,,,94068000ET0049,,,,,,,,,,,,,0,1,Maison,137,5,S,sols,,,421,2.510965,48.785072
2019-773831,2019-08-27,000001,Vente,1050000,70,T,PROM DES ANGLAIS,0125,94210,94068,Saint-Maur-des-Fossés,94,,,94068000ET0069,,,,,,,,,,,,,0,,,,,S,sols,,,124,2.510881,48.785215
2019-773832,2019-08-27,000001,Vente,220000,18,,RUE DU BOIS DES MOINES,0730,94210,94068,Saint-Maur-des-Fossés,94,,,94068000ER0149,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.505717,48.788002
2019-773832,2019-08-27,000001,Vente,220000,18,,RUE DU BOIS DES MOINES,0730,94210,94068,Saint-Maur-des-Fossés,94,,,94068000ER0149,,,43,,7,37.53,,,,,,,2,2,Appartement,37,1,,,,,,2.505717,48.788002
2019-773834,2019-07-31,000001,Vente,540000,21,,AV DE SEBASTOPOL,8535,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EP0150,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.507242,48.793265
2019-773834,2019-07-31,000001,Vente,540000,21,,AV DE SEBASTOPOL,8535,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EP0150,,,10,105.12,20,,,,,,,,2,2,Appartement,95,5,,,,,,2.507242,48.793265
2019-773836,2019-07-24,000001,Vente,340000,81,T,AV DU BAC,0605,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BJ0004,,,20,,8,42.62,,,,,,,2,2,Appartement,45,2,,,,,,2.515139,48.793524
2019-773836,2019-07-24,000001,Vente,340000,81,T,AV DU BAC,0605,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BJ0004,,,10,44.49,28,,,,,,,,2,2,Appartement,42,2,,,,,,2.515139,48.793524
2019-773838,2019-08-13,000001,Vente,445000,138,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0158,,,47,114.05,61,,,,,,,,2,2,Appartement,120,4,,,,,,2.489111,48.797681
2019-773840,2019-08-02,000001,Vente,1124820,8,,QUAI DU MESNIL,6235,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AV0093,,,,,,,,,,,,,0,1,Maison,127,4,S,sols,,,525,2.517939,48.807651
2019-773841,2019-08-21,000001,Echange,15000,140,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0158,,,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489111,48.797681
2019-773841,2019-08-21,000002,Echange,15000,138,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0158,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.489111,48.797681
2019-773857,2019-08-02,000001,Vente,600000,76,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0176,,,4,110.53,,,,,,,,,1,2,Appartement,110,5,,,,,,2.483713,48.794884
2019-773857,2019-08-02,000001,Vente,600000,76,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0176,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483713,48.794884
2019-773863,2019-08-29,000001,Vente en l'état futur d'achèvement,853000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,22,,,,,,,,,,1,2,Appartement,104,4,,,,,,2.506343,48.80117
2019-773863,2019-08-29,000001,Vente en l'état futur d'achèvement,853000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773863,2019-08-29,000001,Vente en l'état futur d'achèvement,853000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773863,2019-08-29,000001,Vente en l'état futur d'achèvement,853000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,140,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773863,2019-08-29,000001,Vente en l'état futur d'achèvement,853000,40,,BD DE CHAMPIGNY,1490,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AR0064,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.506343,48.80117
2019-773865,2019-08-29,000001,Vente en l'état futur d'achèvement,293000,63,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0044,,,1,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,46,0,,,,,,2.486227,48.799
2019-773866,2019-08-30,000001,Vente,1000000,13,,RUE DU CAPORAL PEUGEOT,1425,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BJ0013,,,,,,,,,,,,,0,1,Maison,182,4,S,sols,,,691,2.515852,48.794
2019-773868,2019-08-02,000001,Vente,336450,41,B,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0120,,,11,58.93,35,,,,,,,,2,2,Appartement,58,4,,,,,,2.477202,48.808997
2019-773869,2019-08-30,000001,Vente,446000,1,,RUE VIOLLET LE DUC,9685,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BS0049,,,19,,43,,,,,,,,2,2,Appartement,67,3,,,,,,2.504843,48.797667
2019-773869,2019-08-30,000001,Vente,446000,1,,RUE VIOLLET LE DUC,9685,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BS0049,,,75,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.504843,48.797667
2019-773872,2019-08-30,000001,Vente,152500,14,,AV DU MIDI,6249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CD0091,,,112,28.34,144,,,,,,,,2,2,Appartement,28,1,,,,,,2.495924,48.801432
2019-773877,2019-08-29,000001,Vente,90460.19,173,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DX0226,,,47,,8,,,,,,,,2,2,Appartement,70,4,,,,,,2.490896,48.788412
2019-773880,2019-08-29,000001,Vente en l'état futur d'achèvement,319000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,66,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.475261,48.803952
2019-773880,2019-08-29,000001,Vente en l'état futur d'achèvement,319000,21,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0145,,,20,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.475261,48.803952
2019-773882,2019-08-29,000001,Vente,310000,48,,BD RABELAIS,8105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0079,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.482091,48.805272
2019-773882,2019-08-29,000001,Vente,310000,48,,BD RABELAIS,8105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000P0079,,,48,,9,,,,,,,,2,4,Local industriel. commercial ou assimilé,56,0,,,,,,2.482091,48.805272
2019-773883,2019-08-30,000001,Vente,1090000,17,,RUE ETIENNE MARCEL,3180,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BQ0035,,,,,,,,,,,,,0,1,Maison,265,11,S,sols,,,647,2.506239,48.797819
2019-773884,2019-08-29,000001,Vente,257000,9,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0016,,,10,53.6,43,,,,,,,,2,2,Appartement,54,3,,,,,,2.487729,48.804206
2019-773885,2019-08-30,000001,Vente,780000,39,,RUE DE L ERMITAGE,3165,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0139,,,,,,,,,,,,,0,1,Maison,135,4,S,sols,,,405,2.482101,48.809462
2019-773889,2019-08-29,000001,Vente,439000,51,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,89,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.477333,48.810951
2019-773889,2019-08-29,000001,Vente,439000,51,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,126,,14,,,,,,,,2,2,Appartement,85,3,,,,,,2.477333,48.810951
2019-773895,2019-08-19,000001,Vente,1568000,29,,RUE GEORGES CLEMENCEAU,4180,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BJ0102,,,,,,,,,,,,,0,1,Maison,200,9,AG,terrains d'agrément,,,1019,2.518291,48.795683
2019-773895,2019-08-19,000001,Vente,1568000,29,,RUE GEORGES CLEMENCEAU,4180,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BJ0102,,,,,,,,,,,,,0,1,Maison,200,9,S,sols,,,143,2.518291,48.795683
2019-773900,2019-08-27,000001,Vente,873700,28,,RUE GUSTAVE GOUBLIER,4285,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AX0026,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,357,2.518748,48.805794
2019-773904,2019-08-29,000001,Vente,367000,66,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0123,,,9,81.87,,,,,,,,,1,2,Appartement,63,3,,,,,,2.485661,48.799344
2019-773904,2019-08-29,000001,Vente,367000,66,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0123,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.485661,48.799344
2019-773906,2019-08-28,000001,Vente,217000,2,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0067,,,62,,97,,,,,,,,2,2,Appartement,45,2,,,,,,2.476338,48.788345
2019-773906,2019-08-28,000001,Vente,217000,2,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0067,,,217,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.476338,48.788345
2019-773908,2019-08-26,000001,Vente,1005000,63,B,QUAI WINSTON CHURCHILL,9925,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BG0068,,,,,,,,,,,,,0,1,Maison,180,7,S,sols,,,403,2.521986,48.796153
2019-773917,2019-08-09,000001,Vente,710000,22,,AV DES SORBIERS,8570,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EK0062,,,,,,,,,,,,,0,1,Maison,115,6,S,sols,,,525,2.497897,48.786548
2019-773930,2019-08-26,000001,Vente,252000,47,B,RUE GEORGES CLEMENCEAU,4180,94210,94068,Saint-Maur-des-Fossés,94,,,94068000BK0208,,,12,,6,42.35,,,,,,,2,2,Appartement,42,3,,,,,,2.519588,48.797178
2019-773939,2019-08-05,000001,Vente,27500,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,147,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-773940,2019-08-05,000001,Vente,87000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,155,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-773940,2019-08-05,000001,Vente,87000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,148,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-773940,2019-08-05,000001,Vente,87000,32,,AV EMILE ZOLA,3150,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0200,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.483737,48.801897
2019-773948,2019-08-28,000001,Vente,9600,28,,AV DU CLOS,1590,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EH0127,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.500699,48.79174
2019-773950,2019-08-28,000001,Vente,502000,5,,AV GABRIELLE,4105,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0130,,,202,,,,,,,,,,1,3,Dépendance,,0,,,,,,,
2019-773950,2019-08-28,000001,Vente,502000,4,,AV LEOPOLD SEDAR SENGHOR,5221,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0130,,,236,,32,73.28,,,,,,,2,2,Appartement,74,3,,,,,,,
2019-773951,2019-08-23,000001,Vente,650000,7,,PAS DE L ARMISTICE,0160,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CZ0134,,,,,,,,,,,,,0,1,Maison,142,5,S,sols,,,235,2.474659,48.796931
2019-773955,2019-08-30,000001,Vente,795700,23,,RUE MARCEAU,6138,94210,94068,Saint-Maur-des-Fossés,94,,,94068000EP0091,,,,,,,,,,,,,0,1,Maison,112,4,S,sols,,,210,2.50797,48.793139
2019-773957,2019-09-03,000001,Vente,640000,82,,RUE ALBERT DE MUN,0055,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DV0028,,,,,,,,,,,,,0,1,Maison,116,5,S,sols,,,354,2.489418,48.786825
2019-773957,2019-09-03,000001,Vente,640000,82,,RUE ALBERT DE MUN,0055,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DV0156,,,,,,,,,,,,,0,,,,,S,sols,,,72,2.489515,48.786815
2019-773958,2019-09-02,000001,Vente,830000,5,,AV DE LA TREMOUILLE,9175,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AC0015,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,29,0,S,sols,,,513,2.493889,48.805813
2019-773958,2019-09-02,000001,Vente,830000,5,,AV DE LA TREMOUILLE,9175,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AC0015,,,,,,,,,,,,,0,1,Maison,134,5,S,sols,,,513,2.493889,48.805813
2019-773962,2019-08-30,000001,Vente,256996.61,83,,RUE DU PONT DE CRETEIL,7249,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CV0127,,,6,28.68,,,,,,,,,1,4,Local industriel. commercial ou assimilé,24,0,,,,,,2.472489,48.800438
2019-773971,2019-09-03,000001,Vente,127850,4,B,AV CURTI,1695,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0087,,,7,20.9,,,,,,,,,1,2,Appartement,21,1,,,,,,2.491569,48.802942
2019-773977,2019-08-29,000001,Vente,600000,44,,AV DU ONZE NOVEMBRE,6850,94210,94068,Saint-Maur-des-Fossés,94,,,94068000AY0028,,,,,,,,,,,,,0,1,Maison,70,4,S,sols,,,350,2.51775,48.805345
