id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2020-1370923,2020-09-22,1,Vente,495000.00,50,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0108,,,2,,23,76.38,,,,,,,2,2,Appartement,77.00,3,,,,,,2.4855380,48.8004740,000CM
2020-1370925,2020-10-02,1,Vente,723303.75,45,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0044,,,,,,,,,,,,,0,1,Maison,70.00,3,S,sols,,,238.00,2.4774840,48.8104370,0000I
2020-1370929,2020-10-16,1,Vente,325000.00,36,B,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0130,,,8,57.45,,,,,,,,,1,2,Appartement,59.00,3,,,,,,2.4788700,48.7985070,000CO
2020-1370929,2020-10-16,1,Vente,325000.00,36,B,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0130,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4788700,48.7985070,000CO
2020-1370937,2020-10-13,1,Vente,325000.00,83,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0070,,,59,,,,,,,,,,1,,,,,S,sols,,,24.00,2.4845540,48.7984520,000CM
2020-1370937,2020-10-13,1,Vente,325000.00,83,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0070,,,24,38.04,31,,,,,,,,2,4,Local industriel. commercial ou assimilé,44.00,0,,,,,,2.4845540,48.7984520,000CM
2020-1370937,2020-10-13,1,Vente,325000.00,83,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0070,,,25,36.37,29,,,,,,,,2,2,Appartement,37.00,2,,,,,,2.4845540,48.7984520,000CM
2020-1370939,2020-10-15,1,Vente,1190000.00,36,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0053,,,,,,,,,,,,,0,1,Maison,196.00,7,S,sols,,,390.00,2.4763210,48.8078790,0000O
2020-1370944,2020-09-28,1,Vente,191760.00,54,B,BD DE BELLECHASSE,0675,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0001,,,25,,7,29.73,,,,,,,2,2,Appartement,30.00,2,,,,,,2.4894750,48.7935970,000DO
2020-1370945,2020-10-14,1,Vente,257750.00,36,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0025,,,15,41.26,4,,,,,,,,2,2,Appartement,35.00,2,,,,,,2.4727060,48.8119920,0000E
2020-1370952,2020-10-16,1,Vente,761000.00,1,,RUE ALPHONSE KARR,0090,94100,94068,Saint-Maur-des-Fossés,94,,,940680000L0067,,,,,,,,,,,,,0,1,Maison,123.00,4,S,sols,,,266.00,2.4685980,48.8078250,0000L
2020-1370953,2020-10-16,1,Vente,320521.00,40,,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0072,,,36,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4828710,48.7942070,000DH
2020-1370953,2020-10-16,1,Vente,320521.00,40,,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0072,,,12,49.96,30,,,,,,,,2,2,Appartement,50.00,2,,,,,,2.4828710,48.7942070,000DH
2020-1370964,2020-10-14,1,Vente,190000.00,102,,AV DE CONDE,1635,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0189,,,19,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,95.00,0,,,,,,2.4849160,48.8091050,0000R
2020-1370966,2020-10-01,2,Vente,80000.00,4,,AV DU PLATEAU,7239,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AH0118,,,,,,,,,,,,,0,,,,,S,sols,,,153.00,2.5012390,48.8079400,000AH
2020-1370966,2020-10-01,2,Vente,80000.00,4,,AV DU PLATEAU,7239,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AH0119,,,,,,,,,,,,,0,,,,,S,sols,,,15.00,2.5007660,48.8079130,000AH
2020-1370971,2020-09-29,1,Vente,370000.00,4,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0109,,,529,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4703140,48.8110930,0000D
2020-1370971,2020-09-29,1,Vente,370000.00,4,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000D0109,,,307,69.51,407,,,,,,,,2,2,Appartement,70.00,4,,,,,,2.4703140,48.8110930,0000D
2020-1370976,2020-09-30,1,Vente,269000.00,5,,RUE DE SAVOIE,8515,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0034,,,72,44.80,91,,,,,,,,2,2,Appartement,46.00,2,,,,,,2.4810830,48.8108020,0000H
2020-1370976,2020-09-30,1,Vente,269000.00,5,,RUE DE SAVOIE,8515,94100,94068,Saint-Maur-des-Fossés,94,,,940680000H0034,,,143,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4810830,48.8108020,0000H
2020-1370993,2020-09-28,1,Vente,229988.25,125,B,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0042,,,32,121.19,,,,,,,,,1,2,Appartement,178.00,6,,,,,,2.4900810,48.7920440,000DO
2020-1370998,2020-10-19,1,Vente,289500.00,23,,RUE DUSSAULT,2595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0053,,,22,51.33,23,,26,,27,,28,,6,2,Appartement,49.00,4,,,,,,2.4776070,48.8001730,000CO
2020-1371008,2020-10-09,1,Vente,644000.00,27,B,AV D ARROMANCHES,0166,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DL0139,,,,,,,,,,,,,0,1,Maison,144.00,5,S,sols,,,338.00,2.4765820,48.7901590,000DL
2020-1371013,2020-10-08,1,Vente,200000.00,8,,AV DU BOIS GUIMIER,0725,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0169,,,47,28.68,63,,,,,,,,2,2,Appartement,27.00,1,,,,,,2.4791530,48.8040260,000CR
2020-1371015,2020-10-19,1,Vente,230000.00,66,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0086,,,17,36.59,,,,,,,,,1,2,Appartement,39.00,3,,,,,,2.5044400,48.8060720,000AM
2020-1371016,2020-10-20,1,Vente,280000.00,85,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CH0116,,,22,,9,,,,,,,,2,2,Appartement,48.00,2,,,,,,2.4874040,48.7965540,000CH
2020-1371016,2020-10-20,1,Vente,280000.00,85,,AV CARNOT,1430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CH0116,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4874040,48.7965540,000CH
2020-1371017,2020-10-02,1,Vente,274500.00,6,,RUE DU PORT,7257,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AN0007,,,23,48.10,,,,,,,,,1,2,Appartement,48.00,2,,,,,,2.5060140,48.8095530,000AN
2020-1371049,2020-10-21,1,Vente,34000.00,14,,RUE DE BEAUJEU,0658,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CY0140,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4779880,48.7976330,000CY
2020-1371049,2020-10-21,1,Vente,34000.00,14,,RUE DE BEAUJEU,0658,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CY0140,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4779880,48.7976330,000CY
2020-1371052,2020-10-02,1,Vente,765000.00,67,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0045,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4862060,48.7988710,000CI
2020-1371052,2020-10-02,1,Vente,765000.00,67,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0045,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4862060,48.7988710,000CI
2020-1371052,2020-10-02,1,Vente,765000.00,67,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0045,,,16,,7,,,,,,,,2,2,Appartement,93.00,3,,,,,,2.4862060,48.7988710,000CI
2020-1371054,2020-10-21,1,Vente,466650.00,36,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0101,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4857620,48.8012270,000CM
2020-1371054,2020-10-21,1,Vente,466650.00,36,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0101,,,10,78.62,17,,,,,,,,2,2,Appartement,78.00,4,,,,,,2.4857620,48.8012270,000CM
2020-1371060,2020-10-20,1,Vente,360000.00,204,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0029,,,10,68.57,1010,,,,,,,,2,2,Appartement,69.00,4,,,,,,2.5005770,48.7972210,000BU
2020-1371060,2020-10-20,1,Vente,360000.00,204,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0029,,,220,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5005770,48.7972210,000BU
2020-1371070,2020-10-19,1,Vente,800000.00,60,,AV VICTOR HUGO,9653,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CQ0154,,,,,,,,,,,,,0,1,Maison,122.00,6,S,sols,,,232.00,2.4842110,48.8031070,000CQ
2020-1371076,2020-10-08,1,Vente,410000.00,56,,AV DIDEROT,2569,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0149,,,18,,7,68.01,,,,,,,2,2,Appartement,60.00,3,,,,,,2.4842950,48.8024210,000CP
2020-1371084,2020-10-13,1,Vente,195000.00,3,B,RUE DU PETIT BEAUBOURG,7182,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0052,,,421,,473,,,,,,,,2,2,Appartement,48.00,3,,,,,,2.4736180,48.8136360,0000F
2020-1371086,2020-10-12,1,Vente,533650.00,32,,RUE VASSAL,9617,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DE0163,,,,,,,,,,,,,0,1,Maison,80.00,3,S,sols,,,126.00,2.4730150,48.7914950,000DE
2020-1371100,2020-10-21,1,Vente,210000.00,62,,AV RASPAIL,8125,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DT0046,,,,,,,,,,,,,0,,,,,S,sols,,,301.00,2.4908520,48.7854510,000DT
2020-1371100,2020-10-21,1,Vente,210000.00,62,,AV RASPAIL,8125,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DT0052,,,,,,,,,,,,,0,1,Maison,47.00,2,S,sols,,,142.00,2.4908940,48.7855020,000DT
2020-1371101,2020-10-08,1,Vente,140000.00,9,,AV DIDEROT,2569,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0183,,,28,24.71,32,,,,,,,,2,2,Appartement,30.00,2,,,,,,2.4798450,48.8015830,000CR
2020-1371107,2020-10-06,1,Vente,643870.00,7,,AV GALLIENI,4115,94100,94068,Saint-Maur-des-Fossés,94,,,940680000J0009,,,28,,29,,30,95.93,31,,,,4,1,Maison,90.00,4,,,,,,2.4736740,48.8096760,0000J
2020-1371125,2020-10-19,1,Vente,910000.00,42,,AV DU BEL AIR,0671,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AM0213,,,,,,,,,,,,,0,1,Maison,183.00,8,S,sols,,,459.00,2.5051990,48.8066710,000AM
2020-1371129,2020-10-26,1,Vente,345000.00,186,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0132,,,105,,125,87.09,,,,,,,2,2,Appartement,90.00,5,,,,,,2.4971350,48.7970400,000BX
2020-1371129,2020-10-26,1,Vente,345000.00,186,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0132,,,563,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4971350,48.7970400,000BX
2020-1371143,2020-10-23,1,Vente,855000.00,17,,QUAI DE LA PIE,7213,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DJ0098,,,,,,,,,,,,,0,,,,,S,sols,,,435.00,2.4730210,48.7909730,000DJ
2020-1371143,2020-10-23,1,Vente,855000.00,15,,QUAI DE LA PIE,7213,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DJ0099,,,,,,,,,,,,,0,1,Maison,100.00,4,S,sols,,,448.00,2.4729890,48.7911530,000DJ
2020-1371144,2020-10-26,1,Vente,420000.00,15,,RUE LOUIS BRAILLE,5271,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0120,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4785530,48.8023010,000CR
2020-1371144,2020-10-26,1,Vente,420000.00,15,,RUE LOUIS BRAILLE,5271,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CR0120,,,36,,64,67.22,,,,,,,2,2,Appartement,67.00,3,,,,,,2.4785530,48.8023010,000CR
2020-1371145,2020-10-26,1,Vente,285000.00,11,,RUE PAUL DEROULEDE,7145,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DQ0078,,,39,64.56,78,,,,,,,,2,2,Appartement,62.00,4,,,,,,2.4842020,48.7894850,000DQ
2020-1371151,2020-10-19,1,Vente,289000.00,5,A,RUE DES ILES,4650,94100,94068,Saint-Maur-des-Fossés,94,,,940680000A0113,,,14,,42,46.47,,,,,,,2,2,Appartement,51.00,2,,,,,,2.4631640,48.8093470,0000A
2020-1371157,2020-10-14,1,Vente,335000.00,35,,AV HENRI MARTIN,4430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0024,,,123,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4886800,48.7983400,000CI
2020-1371157,2020-10-14,1,Vente,335000.00,35,,AV HENRI MARTIN,4430,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CI0024,,,45,,90,,,,,,,,2,2,Appartement,59.00,3,,,,,,2.4886800,48.7983400,000CI
2020-1371182,2020-10-15,1,Vente,380000.00,25,,RUE ANDRE BOLLIER,0117,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0110,,,219,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4763290,48.8043270,0000N
2020-1371182,2020-10-15,1,Vente,380000.00,5,,RUE DE BRETEUIL,0770,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0110,,,156,69.01,182,,,,,,,,2,2,Appartement,69.00,3,,,,,,2.4763290,48.8043270,0000N
2020-1371189,2020-09-15,1,Vente,530000.00,76,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0176,,,18,111.41,,,,,,,,,1,2,Appartement,110.00,5,,,,,,2.4837130,48.7948840,000DH
2020-1371189,2020-09-15,1,Vente,530000.00,76,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DH0176,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4837130,48.7948840,000DH
2020-1371197,2020-10-29,1,Vente,220000.00,11,,AV PAUL DOUMER,7149,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0099,,,1,,46,34.33,,,,,,,2,2,Appartement,34.00,1,,,,,,2.4927630,48.8034190,000AB
2020-1371197,2020-10-29,1,Vente,220000.00,11,,AV PAUL DOUMER,7149,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0099,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4927630,48.8034190,000AB
2020-1371205,2020-10-30,1,Vente,445000.00,2,,AV DU QUATRE SEPTEMBRE,7940,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CM0091,,,32,,7,80.03,,,,,,,2,2,Appartement,79.00,4,,,,,,2.4845690,48.7995790,000CM
2020-1371215,2020-10-16,1,Vente,1582620.00,9,,AV GABRIEL PERI,4101,94100,94068,Saint-Maur-des-Fossés,94,,,940680000R0103,,,,,,,,,,,,,0,1,Maison,192.00,7,S,sols,,,796.00,2.4843310,48.8064820,0000R
2020-1371219,2020-10-23,1,Vente,547000.00,90,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0133,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4794950,48.7922540,000DI
2020-1371219,2020-10-23,1,Vente,547000.00,90,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0133,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4794950,48.7922540,000DI
2020-1371219,2020-10-23,1,Vente,547000.00,90,,BD DU GENERAL GIRAUD,4169,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DI0133,,,32,91.58,,,,,,,,,1,2,Appartement,89.00,4,,,,,,2.4794950,48.7922540,000DI
2020-1371220,2020-10-30,1,Vente,800000.00,22,,RUE DU TEMPLE,9115,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CQ0019,,,,,,,,,,,,,0,1,Maison,88.00,5,S,sols,,,672.00,2.4804760,48.8043010,000CQ
2020-1371222,2020-10-28,1,Vente,440000.00,16,,BD DES CORNEILLES,1660,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DX0187,,,2,55.03,,,,,,,,,1,1,Maison,54.00,3,,,,,,2.4927490,48.7884140,000DX
2020-1371223,2020-10-26,1,Vente,188500.00,75,,AV MARINVILLE,6190,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Q0049,,,29,29.15,72,,,,,,,,2,2,Appartement,28.00,1,,,,,,2.4811060,48.8072400,0000Q
2020-1371225,2020-10-29,1,Vente,359000.00,31,,RUE ROUGET DE LISLE,8270,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0100,,,13,55.11,,,,,,,,,1,2,Appartement,55.00,3,,,,,,2.4821660,48.8002700,000CP
2020-1371225,2020-10-29,1,Vente,359000.00,31,,RUE ROUGET DE LISLE,8270,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CP0100,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4821660,48.8002700,000CP
2020-1371232,2020-10-29,1,Vente,350000.00,117,,AV FOCH,3550,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0114,,,347,62.42,368,,,,,,,,2,2,Appartement,59.00,3,,,,,,2.5018490,48.7987170,000BU
2020-1371236,2020-10-05,1,Vente,415601.00,34,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CL0008,,,156,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4854480,48.8014950,000CL
2020-1371236,2020-10-05,1,Vente,415601.00,34,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CL0008,,,162,,219,,,,,,,,2,2,Appartement,66.00,3,,,,,,2.4854480,48.8014950,000CL
2020-1371238,2020-10-29,1,Vente,408500.00,14,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0111,,,122,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4865680,48.8059620,0000Y
2020-1371238,2020-10-29,1,Vente,408500.00,14,,AV DE LA TOURELLE,9150,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Y0111,,,34,79.34,5,,,,,,,,2,2,Appartement,78.00,3,,,,,,2.4865680,48.8059620,0000Y
2020-1371239,2020-10-30,1,Vente,278000.00,14,,RUE D ALSACE LORRAINE,0095,94100,94068,Saint-Maur-des-Fossés,94,,,940680000N0012,,,12,43.60,2,,,,,,,,2,2,Appartement,44.00,3,,,,,,2.4741300,48.8053710,0000N
2020-1371242,2020-11-02,1,Vente,460000.00,157,,RUE GARIBALDI,4156,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DY0065,,,15,93.00,,,,,,,,,1,2,Appartement,85.00,4,,,,,,2.4936540,48.7895500,000DY
2020-1371252,2020-10-21,1,Vente,453000.00,1,,RUE DU TEMPLE,9115,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CQ0168,,,16,72.56,5,,,,,,,,2,2,Appartement,73.00,3,,,,,,2.4827130,48.8038480,000CQ
2020-1371254,2020-10-21,1,Vente,350000.00,3,,RUE DE L ABBAYE,0011,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0045,,,3,52.89,,,,,,,,,1,2,Appartement,50.00,3,,,,,,2.4731000,48.8128500,0000F
2020-1371274,2020-11-03,1,Vente,680000.00,26,B,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000K0128,,,,,,,,,,,,,0,1,Maison,128.00,8,S,sols,,,474.00,2.4744700,48.8071180,0000K
2020-1371290,2020-10-30,1,Vente,599000.00,96,,RUE LEDRU ROLLIN,5211,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DP0080,,,,,,,,,,,,,0,1,Maison,103.00,4,S,sols,,,237.00,2.4872320,48.7916550,000DP
2020-1371307,2020-10-28,1,Vente,307500.00,20,,RUE DU FOUR,3565,94100,94068,Saint-Maur-des-Fossés,94,,,940680000E0034,,,14,48.47,26,,,,,,,,2,2,Appartement,52.00,3,,,,,,2.4716410,48.8118040,0000E
2020-1371325,2020-10-13,1,Vente,184000.00,198,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BU0132,,,12,33.01,,,,,,,,,1,2,Appartement,33.00,1,,,,,,2.4994660,48.7975170,000BU
2020-1371342,2020-10-29,1,Vente,260000.00,7,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0064,,,110,,40,64.41,,,,,,,2,2,Appartement,65.00,3,,,,,,2.4768740,48.7878720,000DK
2020-1371342,2020-10-29,1,Vente,260000.00,7,,LES LOGIS DE LA PIE,A085,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DK0064,,,155,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4768740,48.7878720,000DK
2020-1371345,2020-11-05,1,Vente,1260000.00,13,,AV DES ARTS,0170,94100,94068,Saint-Maur-des-Fossés,94,,,940680000Z0004,,,41,,43,140.38,,,,,,,2,1,Maison,300.00,9,,,,,,2.4903850,48.8041620,0000Z
2020-1371346,2020-11-04,1,Vente,232500.00,8,,AV DE LA MESANGE,6230,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BZ0130,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4987040,48.8016220,000BZ
2020-1371346,2020-11-04,1,Vente,232500.00,8,,AV DE LA MESANGE,6230,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BZ0130,,,10,42.15,28,,,,,,,,2,2,Appartement,42.00,1,,,,,,2.4987040,48.8016220,000BZ
2020-1371353,2020-11-05,1,Vente,114000.00,65,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CO0133,,,51,,,,,,,,,,1,2,Appartement,19.00,1,,,,,,2.4814440,48.7984130,000CO
2020-1371354,2020-10-14,1,Vente,296220.00,44,,RUE DE LA VARENNE,9614,94100,94068,Saint-Maur-des-Fossés,94,,,940680000O0026,,,1,32.30,17,,,,,,,,2,1,Maison,43.00,2,,,,,,2.4767070,48.8063860,0000O
2020-1371364,2020-11-09,1,Vente,458000.00,51,,AV JOFFRE,4765,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AK0027,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.5006470,48.8038460,000AK
2020-1371364,2020-11-09,1,Vente,458000.00,51,,AV JOFFRE,4765,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AK0027,,,26,75.25,4,,,,,,,,2,2,Appartement,75.00,4,,,,,,2.5006470,48.8038460,000AK
2020-1371374,2020-11-06,1,Vente,455000.00,186,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0132,,,395,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4971350,48.7970400,000BX
2020-1371374,2020-11-06,1,Vente,455000.00,186,,BD DE CRETEIL,1680,94100,94068,Saint-Maur-des-Fossés,94,,,94068000BX0132,,,15,,77,92.73,,,,,,,2,2,Appartement,100.00,5,,,,,,2.4971350,48.7970400,000BX
2020-1371383,2020-11-09,1,Vente,365000.00,51,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,130,75.52,27,,,,,,,,2,2,Appartement,74.00,2,,,,,,2.4773330,48.8109510,0000I
2020-1371383,2020-11-09,1,Vente,365000.00,51,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,83,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4773330,48.8109510,0000I
2020-1371383,2020-11-09,1,Vente,365000.00,51,,AV DE LA LIBERATION,5237,94100,94068,Saint-Maur-des-Fossés,94,,,940680000I0174,,,208,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4773330,48.8109510,0000I
2020-1371384,2020-11-09,1,Vente,155000.00,15,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0012,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4939260,48.8048470,000AB
2020-1371384,2020-11-09,1,Vente,155000.00,15,,AV DE CLUNY,1595,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AB0012,,,1,25.96,20,,,,,,,,2,2,Appartement,26.00,1,,,,,,2.4939260,48.8048470,000AB
2020-1371385,2020-11-09,1,Vente,318422.00,8,B,RUE BEAUBOURG,0650,94100,94068,Saint-Maur-des-Fossés,94,,,940680000F0037,,,44,,9,64.98,,,,,,,2,2,Appartement,66.00,4,,,,,,2.4724100,48.8138140,0000F
2020-1371395,2020-10-15,1,Vente,605000.00,43,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CJ0020,,,4,101.73,9,,,,,,,,2,2,Appartement,101.00,5,,,,,,2.4862650,48.8005150,000CJ
2020-1371395,2020-10-15,1,Vente,605000.00,43,,AV DE LA REPUBLIQUE,8165,94100,94068,Saint-Maur-des-Fossés,94,,,94068000CJ0020,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.4862650,48.8005150,000CJ
2020-1371404,2020-10-08,1,Vente,450000.00,42,,AV DES LACS,5120,94100,94068,Saint-Maur-des-Fossés,94,,,94068000AL0076,,,,,,,,,,,,,0,1,Maison,57.00,3,S,sols,,,180.00,2.5049960,48.8037760,000AL
2020-1371410,2020-09-18,1,Vente,177500.00,14,,AV FRANCOIS ADAM,3580,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0151,,,40,,,,,,,,,,1,,,,,J,jardins,POTAG,Jardin potager,46.00,2.4908660,48.7923010,000DO
2020-1371410,2020-09-18,1,Vente,177500.00,14,,AV FRANCOIS ADAM,3580,94100,94068,Saint-Maur-des-Fossés,94,,,94068000DO0151,,,19,24.07,27,,,,,,,,2,2,Appartement,29.00,2,,,,,,2.4908660,48.7923010,000DO
